Date,Time,TDS,Turbidity,Temperature
2024-10-26T18:36:07, 27, 872,12.0,
2024-10-26T18:36:13, 26, 868,12.0,
2024-10-26T18:36:19, 27, 873,12.06,
2024-10-26T18:36:25, 28, 872,12.0,
2024-10-26T18:36:31, 26, 870,12.0,
2024-10-26T18:36:37, 25, 877,12.0,
2024-10-26T18:36:43, 26, 873,12.0,
2024-10-26T18:36:49, 20, 875,12.0,
2024-10-26T18:36:55, 26, 873,12.0,
2024-10-26T18:37:01, 26, 874,12.0,
2024-10-26T18:37:07, 26, 870,12.0,
2024-10-26T18:37:13, 26, 869,12.0,
2024-10-26T18:37:19, 26, 870,12.0,
2024-10-26T18:37:25, 27, 873,12.06,
2024-10-26T18:37:31, 27, 876,12.0,
2024-10-26T18:37:37, 27, 874,12.0,
2024-10-26T18:37:43, 27, 876,12.0,
2024-10-26T18:37:49, 27, 872,12.0,
2024-10-26T18:37:55, 26, 876,12.0,
2024-10-26T18:38:01, 27, 871,12.0,
2024-10-26T18:38:07, 27, 874,12.0,
2024-10-26T18:38:13, 26, 878,12.0,
2024-10-26T18:38:19, 27, 874,12.0,
2024-10-26T18:38:25, 27, 869,12.0,
2024-10-26T18:38:31, 26, 875,12.0,
2024-10-26T18:38:37, 26, 873,12.06,
2024-10-26T18:38:43, 27, 872,12.0,
2024-10-26T18:38:49, 26, 873,12.0,
2024-10-26T18:38:55, 27, 872,12.06,
2024-10-26T18:39:01, 27, 876,12.0,
2024-10-26T18:39:07, 27, 874,12.0,
2024-10-26T18:39:13, 27, 874,12.06,
2024-10-26T18:39:19, 27, 876,12.0,
2024-10-26T18:39:25, 27, 875,12.06,
2024-10-26T18:39:31, 27, 876,12.06,
2024-10-26T18:39:37, 26, 875,12.06,
2024-10-26T18:39:43, 26, 877,12.06,
2024-10-26T18:39:49, 27, 876,12.06,
2024-10-26T18:39:55, 27, 875,12.06,
2024-10-26T18:40:01, 27, 875,12.06,
2024-10-26T18:40:07, 27, 872,12.06,
2024-10-26T18:40:13, 27, 877,12.06,
2024-10-26T18:40:19, 27, 879,12.06,
2024-10-26T18:40:25, 27, 876,12.06,
2024-10-26T18:40:31, 27, 880,12.06,
2024-10-26T18:40:37, 27, 877,12.06,
2024-10-26T18:40:43, 27, 866,12.06,
2024-10-26T18:40:49, 27, 872,12.06,
2024-10-26T18:40:55, 27, 873,12.06,
2024-10-26T18:41:01, 27, 876,12.13,
2024-10-26T18:41:07, 27, 873,12.06,
2024-10-26T18:41:13, 26, 869,12.13,
2024-10-26T18:41:19, 28, 872,12.13,
2024-10-26T18:41:25, 27, 870,12.13,
2024-10-26T18:41:31, 27, 871,12.06,
2024-10-26T18:41:37, 27, 876,12.06,
2024-10-26T18:41:43, 27, 871,12.06,
2024-10-26T18:41:49, 27, 870,12.13,
2024-10-26T18:41:55, 27, 867,12.06,
2024-10-26T18:42:01, 27, 876,12.06,
2024-10-26T18:42:07, 26, 875,12.13,
2024-10-26T18:42:13, 28, 871,12.13,
2024-10-26T18:42:19, 27, 875,12.06,
2024-10-26T18:42:25, 28, 871,12.13,
2024-10-26T18:42:31, 27, 869,12.13,
2024-10-26T18:42:37, 27, 869,12.06,
2024-10-26T18:42:43, 27, 870,12.06,
2024-10-26T18:42:49, 27, 866,12.13,
2024-10-26T18:42:55, 27, 869,12.13,
2024-10-26T18:43:01, 27, 874,12.13,
2024-10-26T18:43:07, 27, 869,12.13,
2024-10-26T18:43:13, 27, 874,12.13,
2024-10-26T18:43:19, 27, 873,12.13,
2024-10-26T18:43:25, 27, 875,12.13,
2024-10-26T18:43:31, 27, 873,12.13,
2024-10-26T18:43:37, 27, 874,12.13,
2024-10-26T18:43:43, 26, 873,12.13,
2024-10-26T18:43:49, 27, 874,12.13,
2024-10-26T18:43:55, 26, 874,12.13,
2024-10-26T18:44:01, 27, 873,12.13,
2024-10-26T18:44:07, 27, 869,12.13,
2024-10-26T18:44:13, 27, 875,12.13,
2024-10-26T18:44:19, 28, 874,12.13,
2024-10-26T18:44:25, 28, 875,12.13,
2024-10-26T18:44:31, 28, 874,12.13,
2024-10-26T18:44:37, 27, 869,12.13,
2024-10-26T18:44:43, 27, 870,12.13,
2024-10-26T18:44:49, 26, 877,12.13,
2024-10-26T18:44:55, 27, 871,12.13,
2024-10-26T18:45:01, 27, 874,12.19,
2024-10-26T18:45:07, 27, 870,12.19,
2024-10-26T18:45:13, 27, 869,12.19,
2024-10-26T18:45:19, 28, 870,12.19,
2024-10-26T18:45:25, 27, 872,12.19,
2024-10-26T18:45:31, 24, 874,12.19,
2024-10-26T18:45:37, 27, 867,12.13,
2024-10-26T18:45:43, 29, 872,12.13,
2024-10-26T18:45:49, 27, 869,12.13,
2024-10-26T18:45:55, 28, 871,12.19,
2024-10-26T18:46:01, 27, 866,12.13,
2024-10-26T18:46:07, 28, 871,12.19,
2024-10-26T18:46:13, 27, 868,12.19,
2024-10-26T18:46:19, 27, 871,12.13,
2024-10-26T18:46:25, 27, 873,12.13,
2024-10-26T18:46:31, 27, 871,12.19,
2024-10-26T18:46:37, 28, 873,12.13,
2024-10-26T18:46:43, 27, 869,12.19,
2024-10-26T18:46:49, 28, 870,12.19,
2024-10-26T18:46:55, 27, 874,12.19,
2024-10-26T18:47:01, 27, 870,12.19,
2024-10-26T18:47:07, 28, 871,12.19,
2024-10-26T18:47:13, 28, 871,12.19,
2024-10-26T18:47:19, 27, 872,12.19,
2024-10-26T18:47:25, 27, 869,12.19,
2024-10-26T18:47:31, 28, 869,12.19,
2024-10-26T18:47:37, 28, 866,12.19,
2024-10-26T18:47:43, 27, 867,12.19,
2024-10-26T18:47:49, 27, 869,12.19,
2024-10-26T18:47:55, 27, 865,12.19,
2024-10-26T18:48:01, 27, 866,12.19,
2024-10-26T18:48:07, 27, 869,12.19,
2024-10-26T18:48:13, 27, 868,12.19,
2024-10-26T18:48:19, 27, 869,12.19,
2024-10-26T18:48:25, 27, 870,12.19,
2024-10-26T18:48:31, 27, 864,12.19,
2024-10-26T18:48:37, 28, 869,12.19,
2024-10-26T18:48:43, 28, 866,12.25,
2024-10-26T18:48:49, 28, 867,12.19,
2024-10-26T18:48:55, 28, 866,12.19,
2024-10-26T18:49:01, 27, 868,12.19,
2024-10-26T18:49:07, 29, 871,12.19,
2024-10-26T18:49:13, 28, 868,12.19,
2024-10-26T18:49:19, 28, 867,12.19,
2024-10-26T18:49:25, 28, 865,12.19,
2024-10-26T18:49:31, 28, 863,12.25,
2024-10-26T18:49:37, 28, 867,12.25,
2024-10-26T18:49:43, 28, 869,12.25,
2024-10-26T18:49:49, 27, 869,12.25,
2024-10-26T18:49:55, 27, 869,12.25,
2024-10-26T18:50:01, 27, 869,12.25,
2024-10-26T18:50:07, 28, 876,12.25,
2024-10-26T18:50:13, 27, 871,12.25,
2024-10-26T18:50:19, 29, 872,12.25,
2024-10-26T18:50:25, 28, 868,12.25,
2024-10-26T18:50:31, 28, 871,12.25,
2024-10-26T18:50:37, 28, 867,12.25,
2024-10-26T18:50:43, 28, 870,12.25,
2024-10-26T18:50:49, 28, 870,12.25,
2024-10-26T18:50:55, 28, 872,12.31,
2024-10-26T18:51:01, 28, 870,12.31,
2024-10-26T18:51:07, 27, 868,12.31,
2024-10-26T18:51:13, 27, 870,12.31,
2024-10-26T18:51:19, 28, 867,12.31,
2024-10-26T18:51:25, 28, 869,12.31,
2024-10-26T18:51:31, 27, 869,12.25,
2024-10-26T18:51:37, 28, 873,12.25,
2024-10-26T18:51:43, 28, 869,12.25,
2024-10-26T18:51:49, 27, 867,12.25,
2024-10-26T18:51:55, 28, 869,12.25,
2024-10-26T18:52:01, 29, 867,12.25,
2024-10-26T18:52:07, 27, 866,12.25,
2024-10-26T18:52:13, 28, 858,12.25,
2024-10-26T18:52:19, 27, 858,12.25,
2024-10-26T18:52:25, 28, 856,12.25,
2024-10-26T18:52:31, 26, 851,12.25,
2024-10-26T18:52:37, 28, 853,12.25,
2024-10-26T18:52:43, 27, 766,12.25,
2024-10-26T18:52:49, 28, 830,12.25,
2024-10-26T18:52:55, 28, 835,12.25,
2024-10-26T18:53:01, 28, 805,12.25,
2024-10-26T18:53:07, 29, 841,12.25,
2024-10-26T18:53:13, 28, 806,12.25,
2024-10-26T18:53:19, 27, 829,12.25,
2024-10-26T18:53:25, 26, 806,12.25,
2024-10-26T18:53:31, 27, 819,12.25,
2024-10-26T18:53:37, 28, 849,12.25,
2024-10-26T18:53:43, 27, 839,12.25,
2024-10-26T18:53:49, 28, 851,12.25,
2024-10-26T18:53:55, 27, 846,12.25,
2024-10-26T18:54:01, 27, 833,12.31,
2024-10-26T18:54:07, 27, 851,12.31,
2024-10-26T18:54:13, 28, 851,12.31,
2024-10-26T18:54:19, 27, 849,12.31,
2024-10-26T18:54:25, 27, 855,12.31,
2024-10-26T18:54:31, 27, 848,12.25,
2024-10-26T18:54:37, 28, 846,12.25,
2024-10-26T18:54:43, 27, 852,12.25,
2024-10-26T18:54:49, 28, 854,12.25,
2024-10-26T18:54:55, 28, 854,12.25,
2024-10-26T18:55:01, 28, 855,12.25,
2024-10-26T18:55:07, 28, 855,12.25,
2024-10-26T18:55:13, 29, 852,12.25,
2024-10-26T18:55:19, 28, 850,12.25,
2024-10-26T18:55:25, 28, 864,12.25,
2024-10-26T18:55:31, 28, 861,12.25,
2024-10-26T18:55:37, 28, 866,12.25,
2024-10-26T18:55:43, 27, 872,12.31,
2024-10-26T18:55:49, 28, 862,12.25,
2024-10-26T18:55:55, 28, 868,12.25,
2024-10-26T18:56:01, 28, 868,12.25,
2024-10-26T18:56:07, 28, 864,12.25,
2024-10-26T18:56:13, 27, 868,12.31,
2024-10-26T18:56:19, 27, 873,12.31,
2024-10-26T18:56:25, 28, 870,12.31,
2024-10-26T18:56:31, 28, 869,12.25,
2024-10-26T18:56:37, 27, 870,12.25,
2024-10-26T18:56:43, 27, 870,12.25,
2024-10-26T18:56:49, 28, 871,12.31,
2024-10-26T18:56:55, 26, 873,12.25,
2024-10-26T18:57:01, 28, 868,12.25,
2024-10-26T18:57:07, 29, 869,12.25,
2024-10-26T18:57:13, 28, 870,12.25,
2024-10-26T18:57:19, 28, 868,12.25,
2024-10-26T18:57:25, 28, 870,12.25,
2024-10-26T18:57:31, 28, 868,12.25,
2024-10-26T18:57:37, 28, 874,12.31,
2024-10-26T18:57:43, 28, 871,12.25,
2024-10-26T18:57:49, 27, 873,12.31,
2024-10-26T18:57:55, 28, 872,12.31,
2024-10-26T18:58:01, 27, 869,12.31,
2024-10-26T18:58:07, 29, 870,12.25,
2024-10-26T18:58:13, 29, 869,12.25,
2024-10-26T18:58:19, 29, 869,12.25,
2024-10-26T18:58:25, 27, 867,12.25,
2024-10-26T18:58:31, 28, 867,12.25,
2024-10-26T18:58:37, 28, 868,12.31,
2024-10-26T18:58:43, 28, 868,12.25,
2024-10-26T18:58:49, 27, 868,12.25,
2024-10-26T18:58:55, 28, 865,12.31,
2024-10-26T18:59:01, 28, 867,12.25,
2024-10-26T18:59:07, 28, 864,12.31,
2024-10-26T18:59:13, 30, 868,12.25,
2024-10-26T18:59:19, 28, 870,12.31,
2024-10-26T18:59:25, 28, 863,12.31,
2024-10-26T18:59:31, 28, 802,12.31,
2024-10-26T18:59:37, 28, 816,12.25,
2024-10-26T18:59:43, 28, 813,12.25,
2024-10-26T18:59:49, 28, 821,12.25,
2024-10-26T18:59:55, 28, 824,12.25,
2024-10-26T19:00:01, 28, 834,12.25,
2024-10-26T19:00:07, 28, 832,12.25,
2024-10-26T19:00:13, 29, 837,12.31,
2024-10-26T19:00:19, 29, 839,12.25,
2024-10-26T19:00:25, 28, 841,12.31,
2024-10-26T19:00:31, 29, 840,12.25,
2024-10-26T19:00:37, 27, 846,12.31,
2024-10-26T19:00:43, 29, 828,12.38,
2024-10-26T19:00:49, 28, 834,12.38,
2024-10-26T19:00:55, 28, 830,12.38,
2024-10-26T19:01:01, 28, 842,12.38,
2024-10-26T19:01:07, 28, 844,12.38,
2024-10-26T19:01:13, 28, 837,12.38,
2024-10-26T19:01:19, 27, 840,12.31,
2024-10-26T19:01:25, 27, 844,12.31,
2024-10-26T19:01:31, 28, 836,12.31,
2024-10-26T19:01:37, 27, 839,12.31,
2024-10-26T19:01:43, 27, 842,12.31,
2024-10-26T19:01:49, 29, 843,12.31,
2024-10-26T19:01:55, 27, 842,12.31,
2024-10-26T19:02:01, 27, 840,12.31,
2024-10-26T19:02:07, 28, 839,12.31,
2024-10-26T19:02:13, 26, 841,12.31,
2024-10-26T19:02:19, 26, 846,12.31,
2024-10-26T19:02:25, 27, 849,12.31,
2024-10-26T19:02:31, 28, 843,12.31,
2024-10-26T19:02:37, 27, 845,12.31,
2024-10-26T19:02:43, 27, 849,12.31,
2024-10-26T19:02:49, 27, 844,12.31,
2024-10-26T19:02:55, 27, 848,12.31,
2024-10-26T19:03:01, 26, 845,12.31,
2024-10-26T19:03:07, 28, 870,12.31,
2024-10-26T19:03:13, 27, 807,12.31,
2024-10-26T19:03:19, 27, 764,12.31,
2024-10-26T19:03:25, 27, 805,12.31,
2024-10-26T19:03:31, 28, 869,12.31,
2024-10-26T19:03:37, 28, 870,12.31,
2024-10-26T19:03:43, 27, 858,12.31,
2024-10-26T19:03:49, 27, 858,12.31,
2024-10-26T19:03:55, 28, 857,12.31,
2024-10-26T19:04:01, 28, 844,12.31,
2024-10-26T19:04:07, 27, 853,12.31,
2024-10-26T19:04:13, 29, 849,12.25,
2024-10-26T19:04:19, 27, 810,12.31,
2024-10-26T19:04:25, 27, 832,12.31,
2024-10-26T19:04:31, 28, 806,12.31,
2024-10-26T19:04:37, 26, 851,12.31,
2024-10-26T19:04:43, 28, 848,12.31,
2024-10-26T19:04:49, 27, 817,12.31,
2024-10-26T19:04:55, 29, 837,12.31,
2024-10-26T19:05:01, 29, 873,12.31,
2024-10-26T19:05:07, 28, 870,12.25,
2024-10-26T19:05:13, 27, 793,12.31,
2024-10-26T19:05:19, 28, 785,12.31,
2024-10-26T19:05:25, 28, 877,12.31,
2024-10-26T19:05:31, 28, 883,12.31,
2024-10-26T19:05:37, 27, 884,12.31,
2024-10-26T19:05:43, 28, 887,12.31,
2024-10-26T19:05:49, 28, 882,12.31,
2024-10-26T19:05:55, 28, 880,12.31,
2024-10-26T19:06:01, 28, 884,12.31,
2024-10-26T19:06:07, 28, 881,12.31,
2024-10-26T19:06:13, 28, 881,12.31,
2024-10-26T19:06:19, 28, 885,12.31,
2024-10-26T19:06:25, 28, 883,12.31,
2024-10-26T19:06:31, 27, 881,12.31,
2024-10-26T19:06:37, 27, 885,12.31,
2024-10-26T19:06:43, 27, 884,12.31,
2024-10-26T19:06:49, 28, 885,12.31,
2024-10-26T19:06:55, 27, 883,12.31,
2024-10-26T19:07:01, 27, 883,12.31,
2024-10-26T19:07:07, 27, 878,12.31,
2024-10-26T19:07:13, 28, 884,12.31,
2024-10-26T19:07:19, 27, 886,12.31,
2024-10-26T19:07:25, 27, 882,12.31,
2024-10-26T19:07:31, 28, 883,12.31,
2024-10-26T19:07:37, 28, 888,12.31,
2024-10-26T19:07:43, 27, 886,12.31,
2024-10-26T19:07:49, 27, 886,12.31,
2024-10-26T19:07:55, 27, 885,12.31,
2024-10-26T19:08:01, 28, 886,12.31,
2024-10-26T19:08:07, 28, 889,12.31,
2024-10-26T19:08:13, 27, 886,12.31,
2024-10-26T19:08:19, 26, 886,12.31,
2024-10-26T19:08:25, 26, 880,12.31,
2024-10-26T19:08:31, 26, 883,12.31,
2024-10-26T19:08:37, 26, 841,12.31,
2024-10-26T19:08:43, 24, 838,12.31,
2024-10-26T19:08:49, 25, 838,12.31,
2024-10-26T19:08:55, 24, 835,12.31,
2024-10-26T19:09:01, 26, 845,12.31,
2024-10-26T19:09:07, 25, 841,12.31,
2024-10-26T19:09:13, 25, 797,12.31,
2024-10-26T19:09:19, 26, 831,12.31,
2024-10-26T19:09:25, 25, 770,12.31,
2024-10-26T19:09:31, 25, 834,12.31,
2024-10-26T19:09:37, 25, 840,12.31,
2024-10-26T19:09:43, 25, 833,12.31,
2024-10-26T19:09:49, 27, 840,12.31,
2024-10-26T19:09:55, 24, 836,12.31,
2024-10-26T19:10:01, 24, 824,12.31,
2024-10-26T19:10:07, 25, 827,12.31,
2024-10-26T19:10:13, 25, 808,12.31,
2024-10-26T19:10:19, 26, 830,12.38,
2024-10-26T19:10:25, 25, 819,12.31,
2024-10-26T19:10:31, 24, 831,12.38,
2024-10-26T19:10:37, 24, 833,12.38,
2024-10-26T19:10:43, 25, 820,12.38,
2024-10-26T19:10:49, 24, 829,12.31,
2024-10-26T19:10:55, 24, 830,12.38,
2024-10-26T19:11:01, 24, 837,12.38,
2024-10-26T19:11:07, 24, 831,12.38,
2024-10-26T19:11:13, 23, 838,12.38,
2024-10-26T19:11:19, 23, 841,12.38,
2024-10-26T19:11:25, 23, 845,12.31,
2024-10-26T19:11:31, 26, 850,12.31,
2024-10-26T19:11:37, 25, 850,12.31,
2024-10-26T19:11:43, 23, 848,12.31,
2024-10-26T19:11:49, 23, 847,12.31,
2024-10-26T19:11:55, 24, 849,12.31,
2024-10-26T19:12:01, 23, 853,12.31,
2024-10-26T19:12:07, 23, 850,12.31,
2024-10-26T19:12:13, 22, 854,12.31,
2024-10-26T19:12:19, 23, 855,12.31,
2024-10-26T19:12:25, 23, 850,12.31,
2024-10-26T19:12:31, 23, 855,12.31,
2024-10-26T19:12:37, 23, 855,12.31,
2024-10-26T19:12:43, 23, 854,12.31,
2024-10-26T19:12:49, 23, 849,12.31,
2024-10-26T19:12:55, 23, 853,12.31,
2024-10-26T19:13:01, 23, 852,12.31,
2024-10-26T19:13:07, 22, 852,12.31,
2024-10-26T19:13:13, 23, 847,12.31,
2024-10-26T19:13:19, 23, 842,12.31,
2024-10-26T19:13:25, 23, 857,12.31,
2024-10-26T19:13:31, 23, 854,12.31,
2024-10-26T19:13:37, 23, 859,12.38,
2024-10-26T19:13:43, 23, 858,12.31,
2024-10-26T19:13:49, 23, 859,12.31,
2024-10-26T19:13:55, 23, 859,12.31,
2024-10-26T19:14:01, 22, 864,12.31,
2024-10-26T19:14:07, 23, 864,12.31,
2024-10-26T19:14:13, 22, 859,12.25,
2024-10-26T19:14:19, 23, 859,12.31,
2024-10-26T19:14:25, 22, 858,12.31,
2024-10-26T19:14:31, 22, 860,12.31,
2024-10-26T19:14:37, 23, 855,12.31,
2024-10-26T19:14:43, 23, 854,12.31,
2024-10-26T19:14:49, 23, 856,12.31,
2024-10-26T19:14:55, 23, 857,12.31,
2024-10-26T19:15:01, 23, 857,12.31,
2024-10-26T19:15:07, 22, 852,12.31,
2024-10-26T19:15:13, 23, 853,12.31,
2024-10-26T19:15:19, 23, 856,12.25,
2024-10-26T19:15:25, 23, 859,12.31,
2024-10-26T19:15:31, 22, 859,12.25,
2024-10-26T19:15:37, 23, 856,12.25,
2024-10-26T19:15:43, 22, 854,12.25,
2024-10-26T19:15:49, 22, 855,12.31,
2024-10-26T19:15:55, 25, 857,12.31,
2024-10-26T19:16:01, 23, 855,12.31,
2024-10-26T19:16:07, 22, 852,12.31,
2024-10-26T19:16:13, 22, 815,12.31,
2024-10-26T19:16:19, 22, 820,12.31,
2024-10-26T19:16:25, 23, 865,12.31,
2024-10-26T19:16:31, 22, 861,12.31,
2024-10-26T19:16:37, 23, 815,12.31,
2024-10-26T19:16:43, 23, 734,12.31,
2024-10-26T19:16:49, 22, 847,12.31,
2024-10-26T19:16:55, 23, 858,12.31,
2024-10-26T19:17:01, 22, 853,12.31,
2024-10-26T19:17:07, 22, 853,12.31,
2024-10-26T19:17:13, 23, 855,12.31,
2024-10-26T19:17:19, 23, 856,12.31,
2024-10-26T19:17:25, 23, 855,12.25,
2024-10-26T19:17:31, 23, 856,12.31,
2024-10-26T19:17:37, 23, 853,12.31,
2024-10-26T19:17:43, 23, 817,12.31,
2024-10-26T19:17:49, 23, 837,12.31,
2024-10-26T19:17:55, 23, 837,12.31,
2024-10-26T19:18:01, 22, 836,12.25,
2024-10-26T19:18:07, 22, 823,12.31,
2024-10-26T19:18:13, 23, 833,12.25,
2024-10-26T19:18:19, 23, 883,12.25,
2024-10-26T19:18:25, 22, 884,12.31,
2024-10-26T19:18:31, 23, 880,12.31,
2024-10-26T19:18:37, 23, 880,12.25,
2024-10-26T19:18:43, 22, 879,12.25,
2024-10-26T19:18:49, 23, 862,12.25,
2024-10-26T19:18:55, 23, 871,12.31,
2024-10-26T19:19:01, 23, 877,12.25,
2024-10-26T19:19:07, 23, 867,12.25,
2024-10-26T19:19:13, 23, 859,12.31,
2024-10-26T19:19:19, 23, 846,12.25,
2024-10-26T19:19:25, 23, 849,12.25,
2024-10-26T19:19:31, 23, 856,12.25,
2024-10-26T19:19:37, 23, 854,12.31,
2024-10-26T19:19:43, 22, 838,12.25,
2024-10-26T19:19:49, 22, 847,12.31,
2024-10-26T19:19:55, 23, 847,12.31,
2024-10-26T19:20:01, 23, 850,12.31,
2024-10-26T19:20:07, 23, 858,12.25,
2024-10-26T19:20:13, 23, 857,12.25,
2024-10-26T19:20:19, 23, 862,12.31,
2024-10-26T19:20:25, 24, 858,12.25,
2024-10-26T19:20:31, 23, 859,12.25,
2024-10-26T19:20:37, 23, 852,12.25,
2024-10-26T19:20:43, 23, 864,12.25,
2024-10-26T19:20:49, 22, 863,12.25,
2024-10-26T19:20:55, 21, 852,12.25,
2024-10-26T19:21:01, 23, 868,12.25,
2024-10-26T19:21:07, 23, 859,12.25,
2024-10-26T19:21:13, 23, 858,12.25,
2024-10-26T19:21:19, 22, 862,12.25,
2024-10-26T19:21:25, 23, 860,12.25,
2024-10-26T19:21:31, 23, 857,12.25,
2024-10-26T19:21:37, 23, 822,12.25,
2024-10-26T19:21:43, 22, 790,12.25,
2024-10-26T19:21:49, 23, 844,12.25,
2024-10-26T19:21:55, 23, 851,12.25,
2024-10-26T19:22:01, 24, 854,12.25,
2024-10-26T19:22:07, 23, 851,12.25,
2024-10-26T19:22:13, 23, 862,12.25,
2024-10-26T19:22:19, 23, 864,12.25,
2024-10-26T19:22:25, 22, 814,12.25,
2024-10-26T19:22:31, 23, 846,12.25,
2024-10-26T19:22:37, 22, 857,12.19,
2024-10-26T19:22:43, 23, 839,12.25,
2024-10-26T19:22:49, 22, 847,12.25,
2024-10-26T19:22:55, 21, 848,12.31,
2024-10-26T19:23:01, 22, 797,12.25,
2024-10-26T19:23:07, 22, 854,12.25,
2024-10-26T19:23:13, 22, 837,12.25,
2024-10-26T19:23:19, 22, 728,12.25,
2024-10-26T19:23:25, 22, 830,12.25,
2024-10-26T19:23:31, 23, 844,12.25,
2024-10-26T19:23:37, 22, 707,12.25,
2024-10-26T19:23:43, 23, 741,12.25,
2024-10-26T19:23:49, 23, 846,12.25,
2024-10-26T19:23:55, 22, 852,12.25,
2024-10-26T19:24:01, 22, 856,12.25,
2024-10-26T19:24:07, 23, 863,12.25,
2024-10-26T19:24:13, 23, 860,12.25,
2024-10-26T19:24:19, 22, 859,12.25,
2024-10-26T19:24:25, 22, 863,12.25,
2024-10-26T19:24:31, 22, 857,12.25,
2024-10-26T19:24:37, 22, 859,12.25,
2024-10-26T19:24:43, 23, 862,12.25,
2024-10-26T19:24:49, 22, 858,12.25,
2024-10-26T19:24:55, 23, 860,12.25,
2024-10-26T19:25:01, 22, 862,12.25,
2024-10-26T19:25:07, 22, 863,12.19,
2024-10-26T19:25:13, 22, 867,12.25,
2024-10-26T19:25:19, 23, 863,12.25,
2024-10-26T19:25:25, 23, 865,12.25,
2024-10-26T19:25:31, 21, 862,12.25,
2024-10-26T19:25:37, 22, 861,12.25,
2024-10-26T19:25:43, 22, 864,12.25,
2024-10-26T19:25:49, 22, 864,12.25,
2024-10-26T19:25:55, 22, 862,12.19,
2024-10-26T19:26:01, 23, 865,12.25,
2024-10-26T19:26:07, 22, 864,12.19,
2024-10-26T19:26:13, 22, 864,12.19,
2024-10-26T19:26:19, 22, 867,12.19,
2024-10-26T19:26:25, 22, 870,12.25,
2024-10-26T19:26:31, 22, 863,12.19,
2024-10-26T19:26:37, 22, 860,12.19,
2024-10-26T19:26:43, 22, 860,12.19,
2024-10-26T19:26:49, 22, 862,12.25,
2024-10-26T19:26:55, 22, 861,12.19,
2024-10-26T19:27:01, 21, 868,12.19,
2024-10-26T19:27:07, 22, 868,12.19,
2024-10-26T19:27:13, 22, 863,12.25,
2024-10-26T19:27:19, 22, 867,12.25,
2024-10-26T19:27:25, 22, 866,12.25,
2024-10-26T19:27:31, 22, 860,12.19,
2024-10-26T19:27:37, 21, 866,12.19,
2024-10-26T19:27:43, 22, 861,12.25,
2024-10-26T19:27:49, 21, 866,12.19,
2024-10-26T19:27:55, 30, 866,12.19,
2024-10-26T19:28:01, 22, 868,12.25,
2024-10-26T19:28:07, 22, 866,12.25,
2024-10-26T19:28:13, 22, 862,12.19,
2024-10-26T19:28:19, 22, 871,12.19,
2024-10-26T19:28:25, 21, 870,12.19,
2024-10-26T19:28:31, 22, 866,12.19,
2024-10-26T19:28:37, 22, 861,12.19,
2024-10-26T19:28:43, 22, 864,12.25,
2024-10-26T19:28:49, 23, 866,12.25,
2024-10-26T19:28:55, 22, 864,12.19,
2024-10-26T19:29:01, 21, 866,12.19,
2024-10-26T19:29:07, 22, 863,12.19,
2024-10-26T19:29:13, 22, 867,12.25,
2024-10-26T19:29:19, 21, 866,12.19,
2024-10-26T19:29:25, 22, 867,12.19,
2024-10-26T19:29:31, 21, 865,12.25,
2024-10-26T19:29:37, 22, 870,12.19,
2024-10-26T19:29:43, 22, 862,12.19,
2024-10-26T19:29:49, 21, 870,12.19,
2024-10-26T19:29:55, 22, 864,12.19,
2024-10-26T19:30:01, 21, 863,12.19,
2024-10-26T19:30:07, 21, 866,12.19,
2024-10-26T19:30:13, 21, 863,12.19,
2024-10-26T19:30:19, 21, 868,12.19,
2024-10-26T19:30:25, 21, 873,12.19,
2024-10-26T19:30:31, 22, 867,12.19,
2024-10-26T19:30:37, 21, 861,12.19,
2024-10-26T19:30:43, 21, 868,12.19,
2024-10-26T19:30:49, 21, 863,12.19,
2024-10-26T19:30:55, 22, 863,12.19,
2024-10-26T19:31:01, 20, 862,12.19,
2024-10-26T19:31:07, 22, 864,12.13,
2024-10-26T19:31:13, 21, 865,12.25,
2024-10-26T19:31:19, 22, 865,12.19,
2024-10-26T19:31:25, 22, 861,12.19,
2024-10-26T19:31:31, 21, 859,12.19,
2024-10-26T19:31:37, 21, 864,12.13,
2024-10-26T19:31:43, 21, 865,12.13,
2024-10-26T19:31:49, 21, 868,12.13,
2024-10-26T19:31:55, 21, 865,12.13,
2024-10-26T19:32:01, 21, 862,12.19,
2024-10-26T19:32:07, 21, 865,12.13,
2024-10-26T19:32:13, 21, 864,12.19,
2024-10-26T19:32:19, 21, 863,12.19,
2024-10-26T19:32:25, 22, 869,12.06,
2024-10-26T19:32:31, 21, 867,12.19,
2024-10-26T19:32:37, 21, 871,12.13,
2024-10-26T19:32:43, 21, 865,12.13,
2024-10-26T19:32:49, 21, 835,12.19,
2024-10-26T19:32:55, 21, 868,12.13,
2024-10-26T19:33:01, 21, 870,12.13,
2024-10-26T19:33:07, 21, 871,12.13,
2024-10-26T19:33:13, 21, 870,12.13,
2024-10-26T19:33:19, 22, 871,12.13,
2024-10-26T19:33:25, 22, 872,12.13,
2024-10-26T19:33:31, 20, 871,12.13,
2024-10-26T19:33:37, 21, 870,12.13,
2024-10-26T19:33:43, 21, 867,12.13,
2024-10-26T19:33:49, 22, 871,12.13,
2024-10-26T19:33:55, 21, 869,12.13,
2024-10-26T19:34:01, 21, 872,12.13,
2024-10-26T19:34:07, 20, 874,12.13,
2024-10-26T19:34:13, 21, 870,12.13,
